Horodateur;Etes-vous :;Quel âge avez-vous ? (Juste mettre le nombre);De quelle province venez-vous ?;Habitez-vous :;Quel est votre code postal ?;En moyenne, combien de kilomètres effectuez-vous en voiture sur une année ?  [Avant la Covid-19];En moyenne, combien de kilomètres effectuez-vous en voiture sur une année ?  [Après la Covid-19];Depuis la Covid-19, vos déplacements en voiture;Quel est votre plus haut niveau d'étude ?;Vous êtes :;Travaillez-vous dans le secteur de l'énergie et/ou dans le domaine de l'environnement ?;Comment décririez-vous le revenu actuel de votre ménage ?;Avez-vous déjà rencontré un des problèmes suivants : [Inondation];Avez-vous déjà rencontré un des problèmes suivants : [Incendie];Avez-vous déjà rencontré un des problèmes suivants : [Pollution];Avant de participer à cette enquête, aviez-vous déjà entendu parler de l'utilisation de l'hydrogène dans le contexte de la production d'énergie ?;Evaluez votre connaissance à ce propos;Que pensez-vous de l'utilisation de l'hydrogène comme solution possible aux défis énergétiques et environnementaux ?;Avez-vous déjà pensé à acheter une voiture à hydrogène ? ;Comparées aux voitures à hydrogène, je pense que [Les voitures conventionnelles sont];Comparées aux voitures à hydrogène, je pense que [Les voitures hybrides sont];Comparées aux voitures à hydrogène, je pense que [Les voitures électriques sont];Comparées aux voitures à hydrogène, je pense que [Les voitures au gaz naturel comprimé (GNC) ou au gaz naturel liquéfié (GNL) sont]; [Etre mieux informé.e sur ce sujet]; [Pouvoir contribuer à l'élaboration des lois associées]; [Prix d'achat de la voiture à hydrogène]; [Prix de l'hydrogène]; [Prix des autres carburants]; [Sécurité de l'hydrogène]; [La présence de stations à hydrogène]; [Autonomie]; [Diminution des importations de combustibles]; [Réduction des émissions de gaz à effet de serre à l'origine du changement climatique]; [Réduction de la pollution atmosphérique locale dans les zones urbaines]; [Création d'opportunités pour les industries belges afin d'accroître leur capacité à fournir des technologies innovantes];"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [tout est égal (prix, confort, maintenance,..) aux autres sortes de voiture]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [des subsides sont fournis à l'achat]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [les voitures à diesel sont bannies des villes]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [les voitures à essence sont bannies des villes]";Si une limitation de kilomètres par an pouvant être réalisés par des voitures polluantes (diesel/essence) existait, à quelle limitation passeriez-vous à une voiture plus propre ? 
1/30/2022 10:51:10;Homme;29;Hainaut;En centre ville;7000;Moins de 10 000;Moins de 10 000;Ont diminué;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;4;Oui, je le voulais avant la Covid-19 et je le désire encore plus;Une solution égale;Une solution égale;Une meilleure solution;Une solution égale;Fort important;Moyennement important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Très important;Très important;Très important;Moyennement important;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
1/30/2022 13:14:04;Homme;65;Liège;En périphérie;4683;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Secondaire;Retraité;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une meilleure solution;Une solution égale;Une moins bonne solution;Une solution égale;Fort important;Moyennement important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Fortement intéressé.e;10 000 km
1/30/2022 13:46:34;Homme;45;Liège;A la campagne;4670;Plus de 20 000;Entre 15 000 et 20 000;Ont diminué;Master;Employé;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;3;Non;Une meilleure solution;Une solution égale;Une meilleure solution;Une moins bonne solution;Peu important;Peu important;Fort important;Fort important;Fort important;Moyennement important;Très important;Fort important;Fort important;Fort important;Très important;Fort important;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
1/30/2022 16:49:13;Homme;75;Liège;A la campagne;4610;Moins de 10 000;Moins de 10 000;sont restés stables;Secondaire;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;1;3;Non;Une solution égale;Une solution égale;Une moins bonne solution;Une solution égale;Fort important;Peu important;Fort important;Fort important;Fort important;Très important;Très important;Moyennement important;Fort important;Fort important;Très important;Fort important;Moyennement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;Fortement intéressé.e;10 000 km
1/30/2022 19:33:53;Homme;70;Liège;En périphérie;4120;Entre 10 000 et 15 000;Moins de 10 000;Ont diminué;Secondaire;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Non;1;2;Non;Une moins bonne solution;Une solution égale;Une meilleure solution;Une solution égale;Peu important;Pas du tout important;Moyennement important;Moyennement important;Fort important;Fort important;Très important;Très important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement intéressé.e;Moyennement intéressé.e;Peu intéressé.e;Peu intéressé.e;20 000 km
1/31/2022 15:09:40;Homme;67;Liège;En périphérie;4821;Plus de 20 000;Entre 10 000 et 15 000;Ont diminué;Master;Retraité;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Oui;Oui;3;5;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Fort important;Moyennement important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Un peu intéressé.e;Peu intéressé.e;Peu intéressé.e;20 000 km
1/31/2022 20:15:34;Homme;72;Liège;En périphérie;4420;Entre 10 000 et 15 000;Moins de 10 000;Ont diminué;Secondaire;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;3;Non;Une meilleure solution;Une solution égale;Une solution égale;Une moins bonne solution;Très important;Peu important;Moyennement important;Moyennement important;Moyennement important;Très important;Très important;Très important;Fort important;Fort important;Fort important;Très important;Un peu intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;10 000 km
2/2/2022 15:18:16;Homme;52;Liège;En centre ville;4000;Plus de 20 000;Entre 15 000 et 20 000;Ont diminué;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;1;3;Non;Une solution égale;Une solution égale;Une solution égale;Une solution égale;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;20 000 km
2/3/2022 10:33:43;Homme;69;Liège;En périphérie;4432;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Doctorat;Indépendant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;3;Non;Une moins bonne solution;Une moins bonne solution;Une meilleure solution;Une meilleure solution;Moyennement important;Moyennement important;Très important;Très important;Très important;Moyennement important;Très important;Très important;Fort important;Fort important;Fort important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;20 000 km
2/3/2022 17:44:46;Femme;75;Liège;En périphérie;4800;Moins de 10 000;Moins de 10 000;Ont diminué;Secondaire;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;1;3;Non;Une meilleure solution;Une solution égale;Une solution égale;Une moins bonne solution;Très important;Pas du tout important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Très important;Très important;Très important;Moyennement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Pas du tout intéressé.e;20 000 km
2/6/2022 17:41:47;Homme;62;Liège;A la campagne;4900;Plus de 20 000;Plus de 20 000;Ont diminué;Master;Indépendant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;1;3;Non;Une solution égale;Une solution égale;Une solution égale;Une solution égale;Très important;Moyennement important;Moyennement important;Fort important;Moyennement important;Fort important;Très important;Très important;Moyennement important;Fort important;Fort important;Très important;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
2/7/2022 21:02:21;Femme;57;Liège;En périphérie;4845;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;2;3;Non;Une solution égale;Une solution égale;Une moins bonne solution;Une solution égale;Fort important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Fort important;Fort important;Fort important;Très important;Fortement intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
2/9/2022 17:30:11;Homme;60;Liège;A la campagne;4840;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Bachelier;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Oui;Oui;3;5;Oui, je le voulais avant la Covid-19 et je le désire encore plus;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une solution égale;Très important;Très important;Très important;Très important;Fort important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
2/9/2022 18:59:49;Femme;23;Hainaut;A la campagne;7823;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Etudiant;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;1;3;Non;Une moins bonne solution;Une solution égale;Une moins bonne solution;Une moins bonne solution;Très important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Fort important;Très important;Très important;Fort important;Moyennement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
2/9/2022 19:12:37;Femme;21;Hainaut;A la campagne;7904;Moins de 10 000;Moins de 10 000;sont restés stables;Bachelier;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;1;3;Non;Une moins bonne solution;Une meilleure solution;Une moins bonne solution;Une solution égale;Très important;Peu important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Moyennement important;Fort important;Fort important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
2/10/2022 8:53:50;Homme;70;Liège;A la campagne;4837;Moins de 10 000;Moins de 10 000;sont restés stables;Bachelier;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Oui;Oui;2;3;Non;Une solution égale;Une moins bonne solution;Une moins bonne solution;Une meilleure solution;Fort important;Peu important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Fort important;Très important;Très important;Très important;Un peu intéressé.e;Un peu intéressé.e;Peu intéressé.e;Fortement intéressé.e;5 000 km
2/10/2022 8:56:21;Homme;22;Luxembourg;A la campagne;6740;Moins de 10 000;Moins de 10 000;sont restés stables;Bachelier;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Oui;Oui;2;3;Non;Une moins bonne solution;Une moins bonne solution;Une meilleure solution;Une solution égale;Très important;Moyennement important;Fort important;Fort important;Fort important;Moyennement important;Fort important;Fort important;Peu important;Moyennement important;Moyennement important;Peu important;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;2 500 km
2/12/2022 17:47:17;Homme;66;Liège;A la campagne;4550;Entre 15 000 et 20 000;Entre 10 000 et 15 000;Ont diminué;Master;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;2;4;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Très important;Fort important;Moyennement important;Très important;Très important;Très important;Très important;Fort important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;20 000 km
2/21/2022 17:12:50;Homme;74;Liège;En centre ville;4000;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Secondaire;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;2;5;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une meilleure solution;Une moins bonne solution;Une moins bonne solution;Une solution égale;Fort important;Fort important;Très important;Fort important;Fort important;Très important;Très important;Très important;Fort important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Peu intéressé.e;Peu intéressé.e;10 000 km
2/23/2022 22:09:18;Femme;50;Namur;A la campagne;5640;Entre 15 000 et 20 000;Entre 10 000 et 15 000;sont restés stables;Master;Employé;Oui;Il est difficile de vivre avec mon revenu actuel;Oui;Non;Non;Oui;2;3;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une solution égale;Fort important;Peu important;Fort important;Fort important;Moyennement important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Fort important;Un peu intéressé.e;Moyennement intéressé.e;Peu intéressé.e;Peu intéressé.e;20 000 km
2/24/2022 6:42:19;Homme;26;Namur;A la campagne;5620;Plus de 20 000;Plus de 20 000;sont restés stables;Secondaire;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;2;3;Non;Une moins bonne solution;Une solution égale;Une moins bonne solution;Une solution égale;Très important;Moyennement important;Très important;Très important;Peu important;Très important;Très important;Très important;Moyennement important;Très important;Très important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;20 000 km
2/24/2022 9:31:56;Homme;20;Namur;A la campagne;5340;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Bachelier;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Oui;Non;Oui;Oui;3;1;Non;Une meilleure solution;Une solution égale;Une meilleure solution;Une moins bonne solution;Moyennement important;Peu important;Moyennement important;Fort important;Très important;Moyennement important;Peu important;Moyennement important;Fort important;Très important;Très important;Moyennement important;Un peu intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
2/24/2022 18:11:28;Femme;20;Namur;A la campagne;5360;Moins de 10 000;Moins de 10 000;sont restés stables;Bachelier;Etudiant;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;1;5;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une solution égale;Très important;Moyennement important;Fort important;Fort important;Fort important;Très important;Fort important;Très important;Moyennement important;Très important;Très important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
2/26/2022 14:09:14;Femme;28;Brabant Wallon;En centre ville;1400;Plus de 20 000;Plus de 20 000;sont restés stables;Master;Employé;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;4;Non;Une moins bonne solution;Une moins bonne solution;Une meilleure solution;Une meilleure solution;Peu important;Peu important;Peu important;Fort important;Fort important;Très important;Très important;Fort important;Fort important;Fort important;Fort important;Fort important;Moyennement intéressé.e;Moyennement intéressé.e;Peu intéressé.e;Peu intéressé.e;10 000 km
2/26/2022 14:17:26;Homme;24;Liège;A la campagne;4452;Entre 10 000 et 15 000;Moins de 10 000;Ont diminué;Master;Chômeur;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;5;4;Non;Une meilleure solution;Une meilleure solution;Une meilleure solution;Une moins bonne solution;Moyennement important;Peu important;Moyennement important;Moyennement important;Fort important;Très important;Très important;Fort important;Fort important;Fort important;Moyennement important;Fort important;Pas du tout intéressé.e;Peu intéressé.e;Moyennement intéressé.e;Peu intéressé.e;20 000 km
2/26/2022 15:12:24;Homme;29;Liège;En centre ville;4000;Moins de 10 000;Moins de 10 000;sont restés stables;Formation Technifutur;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;2;4;Non;Une moins bonne solution;Une solution égale;Une moins bonne solution;Une moins bonne solution;Très important;Moyennement important;Très important;Très important;Pas du tout important;Moyennement important;Très important;Très important;Très important;Très important;Moyennement important;Très important;Fortement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;20 000 km
2/26/2022 19:10:14;Homme;20;Namur;En périphérie;1348;Moins de 10 000;Moins de 10 000;sont restés stables;Secondaire;Etudiant;Non;Il est difficile de vivre avec mon revenu actuel;Non;Non;Oui;Oui;4;2;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Fort important;Peu important;Moyennement important;Moyennement important;Moyennement important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Très important;Moyennement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;10 000 km
2/26/2022 20:36:00;Homme;45;Hainaut;A la campagne;7133;Plus de 20 000;Plus de 20 000;Ont diminué;Master;Employé;Oui;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;4;Non;Une moins bonne solution;Une solution égale;Une meilleure solution;Une meilleure solution;Peu important;Peu important;Moyennement important;Moyennement important;Fort important;Moyennement important;Très important;Fort important;Fort important;Très important;Très important;Fort important;Un peu intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
2/26/2022 21:17:47;Homme;24;Brabant Wallon;En centre ville;1348;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Master;Etudiant;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;5;Oui, je le voulais avant la Covid-19 et je le désire encore plus;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Peu important;Pas du tout important;Fort important;Fort important;Fort important;Peu important;Fort important;Fort important;Peu important;Très important;Fort important;Moyennement important;Un peu intéressé.e;Moyennement intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;5 000 km
2/26/2022 21:40:48;Homme;51;Région de Bruxelles-Capitale;En périphérie;1933;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Master;Employé;Oui;Je vis confortablement avec mon revenu actuel;Non;Oui;Non;Oui;5;5;Oui, je le voulais avant la Covid-19 et je le désire encore plus;Une solution égale;Une meilleure solution;Une moins bonne solution;Une moins bonne solution;Peu important;Fort important;Très important;Très important;Moyennement important;Très important;Très important;Très important;Peu important;Fort important;Fort important;Très important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;2 500 km
2/26/2022 22:45:19;Homme;28;Région de Bruxelles-Capitale;En centre ville;1150;Moins de 10 000;Moins de 10 000;Ont diminué;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;3;Non;Une solution égale;Une solution égale;Une meilleure solution;Une moins bonne solution;Fort important;Peu important;Très important;Très important;Très important;Moyennement important;Fort important;Fort important;Fort important;Fort important;Moyennement important;Moyennement important;Peu intéressé.e;Peu intéressé.e;Peu intéressé.e;Peu intéressé.e;5 000 km
2/27/2022 8:51:29;Homme;38;Hainaut;A la campagne;6230;Plus de 20 000;Plus de 20 000;sont restés stables;Master;Chômeur;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;5;1;Non;Une meilleure solution;Une meilleure solution;Une meilleure solution;Une meilleure solution;Pas du tout important;Pas du tout important;Très important;Très important;Pas du tout important;Pas du tout important;Très important;Pas du tout important;Pas du tout important;Très important;Pas du tout important;Pas du tout important;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;10 000 km
2/27/2022 11:03:52;Homme;26;Brabant Wallon;A la campagne;1435;Entre 15 000 et 20 000;Entre 10 000 et 15 000;Ont diminué;Master;Employé;Oui;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;3;Non;Une solution égale;Une moins bonne solution;Une meilleure solution;Une meilleure solution;Très important;Moyennement important;Peu important;Moyennement important;Fort important;Très important;Fort important;Fort important;Très important;Très important;Fort important;Fort important;Moyennement intéressé.e;Moyennement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
2/27/2022 15:44:01;Homme;49;Région de Bruxelles-Capitale;En périphérie;9450;Plus de 20 000;Entre 10 000 et 15 000;Ont diminué;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;4;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Moyennement important;Peu important;Fort important;Fort important;Moyennement important;Fort important;Très important;Fort important;Moyennement important;Très important;Fort important;Moyennement important;Fortement intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;5 000 km
2/27/2022 17:11:40;Homme;46;Brabant Wallon;A la campagne;1330;Plus de 20 000;Entre 15 000 et 20 000;Ont diminué;Master;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;2;2;Non;Une meilleure solution;Une meilleure solution;Une meilleure solution;Une solution égale;Très important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Fort important;Très important;Fort important;Fort important;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;1 000 km
2/27/2022 18:18:22;Homme;70;Région de Bruxelles-Capitale;En centre ville;1200;Plus de 20 000;Plus de 20 000;sont restés stables;Doctorat;Retraité;Oui;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;5;3;Non;Une meilleure solution;Une meilleure solution;Une meilleure solution;Une meilleure solution;Pas du tout important;Pas du tout important;Très important;Très important;Très important;Très important;Très important;Moyennement important;Fort important;Fort important;Très important;Très important;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;20 000 km
2/27/2022 19:14:28;Homme;27;Hainaut;En centre ville;7000;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Employé;Oui;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;2;3;Non;Une moins bonne solution;Une moins bonne solution;Une meilleure solution;Une moins bonne solution;Fort important;Moyennement important;Fort important;Moyennement important;Moyennement important;Fort important;Très important;Moyennement important;Fort important;Très important;Fort important;Fort important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
2/27/2022 21:36:45;Homme;38;Luxembourg;A la campagne;6730;Entre 10 000 et 15 000;Moins de 10 000;Ont diminué;Master;Employé;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;5;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Fort important;Fort important;Très important;Peu important;Pas du tout important;Très important;Très important;Fort important;Très important;Très important;Très important;Moyennement important;Fortement intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;1 000 km
2/28/2022 11:33:58;Femme;49;Liège;En périphérie;4053;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Bachelier;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Non;1;5;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Très important;Moyennement important;Très important;Très important;Moyennement important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
2/28/2022 11:58:24;Homme;52;Namur;En centre ville;5000;Plus de 20 000;Entre 10 000 et 15 000;Ont diminué;Master;Indépendant;Non;Je me débrouille avec mon revenu actuel;Oui;Non;Non;Oui;3;4;Non;Une solution égale;Une moins bonne solution;Une meilleure solution;Une solution égale;Très important;Peu important;Peu important;Moyennement important;Moyennement important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Très important;Un peu intéressé.e;Moyennement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
2/28/2022 13:49:30;Femme;38;Région de Bruxelles-Capitale;En périphérie;1120;Entre 10 000 et 15 000;Moins de 10 000;Ont diminué;Doctorat;Employé;Oui;Je vis très confortablement avec mon revenu actuel;Non;Non;Oui;Oui;4;3;Non;Une solution égale;Une meilleure solution;Une meilleure solution;Une solution égale;Peu important;Peu important;Peu important;Peu important;Peu important;Fort important;Peu important;Peu important;Peu important;Moyennement important;Moyennement important;Peu important;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;20 000 km
2/28/2022 15:21:04;Homme;72;Région de Bruxelles-Capitale;A la campagne;1780;Entre 10 000 et 15 000;Moins de 10 000;Ont diminué;Master;Retraité;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;3;Non;Une solution égale;Une meilleure solution;Une meilleure solution;Une meilleure solution;Peu important;Pas du tout important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Très important;Très important;Très important;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;5 000 km
2/28/2022 15:40:56;Homme;40;Namur;A la campagne;5580;Plus de 20 000;Plus de 20 000;Ont diminué;Master;Employé;Non;Je me débrouille avec mon revenu actuel;Oui;Non;Non;Oui;3;3;Non;Une meilleure solution;Une meilleure solution;Une meilleure solution;Une solution égale;Moyennement important;Moyennement important;Peu important;Peu important;Fort important;Moyennement important;Moyennement important;Moyennement important;Fort important;Moyennement important;Moyennement important;Peu important;Moyennement intéressé.e;Peu intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;20 000 km
2/28/2022 16:49:35;Femme;23;Région de Bruxelles-Capitale;En périphérie;1160;Moins de 10 000;Entre 15 000 et 20 000;sont restés stables;Master;Employé;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une solution égale;Une moins bonne solution;Une moins bonne solution;Une solution égale;Fort important;Peu important;Fort important;Fort important;Fort important;Moyennement important;Très important;Très important;Fort important;Fort important;Moyennement important;Moyennement important;Fortement intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;10 000 km
2/28/2022 23:38:54;Homme;38;Région de Bruxelles-Capitale;En périphérie;1180;Entre 15 000 et 20 000;Entre 10 000 et 15 000;Ont diminué;Master;Indépendant;Oui;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;3;Non;Une moins bonne solution;Une solution égale;Une meilleure solution;Une solution égale;Moyennement important;Moyennement important;Peu important;Moyennement important;Moyennement important;Peu important;Fort important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Pas du tout important;Moyennement intéressé.e;Un peu intéressé.e;Peu intéressé.e;Peu intéressé.e;5 000 km
3/1/2022 3:46:56;Homme;42;Brabant Wallon;A la campagne;1400;Plus de 20 000;Entre 15 000 et 20 000;Ont diminué;Secondaire;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;1;3;Non;Une moins bonne solution;Une solution égale;Une meilleure solution;Une moins bonne solution;Très important;Pas du tout important;Fort important;Très important;Peu important;Moyennement important;Très important;Fort important;Moyennement important;Très important;Très important;Moyennement important;Moyennement intéressé.e;Moyennement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
3/1/2022 8:33:42;Homme;42;Brabant Wallon;En périphérie;1400;Entre 15 000 et 20 000;Entre 10 000 et 15 000;Ont diminué;Master;Employé;Oui;Je vis très confortablement avec mon revenu actuel;Oui;Non;Non;Oui;4;1;Non;Une solution égale;Une moins bonne solution;Une moins bonne solution;Une solution égale;Fort important;Pas du tout important;Très important;Très important;Fort important;Très important;Très important;Très important;Fort important;Peu important;Fort important;Fort important;Peu intéressé.e;Pas du tout intéressé.e;Peu intéressé.e;Moyennement intéressé.e;5 000 km
